"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.813314542E0,-9.066405296E0,6.759724021E-2,3.527020693E0
3.823314542E0,-9.061619759E0,6.281159073E-2,3.503092289E0
3.833314542E0,-9.047262192E0,5.324030295E-2,3.522833109E0
3.843314542E0,-9.042476654E0,5.862415582E-2,3.537189960E0
3.853314542E0,-9.071190834E0,4.845465720E-2,3.536591768E0
3.863314542E0,-9.104690552E0,4.845465720E-2,3.503092289E0
3.873314542E0,-9.109476089E0,4.845465720E-2,3.488735437E0
3.883314542E0,-9.109476089E0,6.281159073E-2,3.498306751E0
3.893314542E0,-9.118449211E0,8.673982322E-2,3.455235958E0
3.903314542E0,-9.099904060E0,9.152546525E-2,3.479164124E0
3.913314542E0,-9.095118523E0,7.238288224E-2,3.479164124E0
3.923314542E0,-9.085547447E0,6.759724021E-2,3.488735437E0
3.933314542E0,-9.075378418E0,5.802594870E-2,3.446262836E0
3.943314542E0,-9.075378418E0,4.366901144E-2,3.465405464E0
3.953314542E0,-9.071190834E0,5.802594870E-2,3.479762316E0
3.963314542E0,-9.080163956E0,4.366901144E-2,3.465405464E0
3.973314542E0,-9.099306107E0,4.845465720E-2,3.450450182E0
3.983314542E0,-9.118449211E0,2.931207791E-2,3.431307554E0
3.993314542E0,-9.113663673E0,2.931207791E-2,3.479164124E0
